"full.name","PA","run","algo","metric.eval","cutoff","sensitivity","specificity","calibration","validation","evaluation"
"Amyelois.transitella_PA2_RUN3_FDA","PA2","RUN3","FDA","TSS",331,94.286,77.007,0.705,0.128,NA
"Amyelois.transitella_PA2_RUN3_FDA","PA2","RUN3","FDA","AUCroc",339.5,88.571,82.538,0.93,0.663,NA
"Amyelois.transitella_PA2_RUN3_FDA","PA2","RUN3","FDA","KAPPA",643,51.429,97.831,0.473,0.174,NA
"Amyelois.transitella_PA2_RUN3_GAM","PA2","RUN3","GAM","TSS",682,100,97.072,0.971,0.109,NA
"Amyelois.transitella_PA2_RUN3_GAM","PA2","RUN3","GAM","AUCroc",682,100,97.072,0.991,0.539,NA
"Amyelois.transitella_PA2_RUN3_GAM","PA2","RUN3","GAM","KAPPA",793,97.143,98.156,0.781,0.078,NA
"Amyelois.transitella_PA2_RUN3_GBM","PA2","RUN3","GBM","TSS",500,100,97.397,0.974,0.295,NA
"Amyelois.transitella_PA2_RUN3_GBM","PA2","RUN3","GBM","AUCroc",501,100,97.397,0.996,0.683,NA
"Amyelois.transitella_PA2_RUN3_GBM","PA2","RUN3","GBM","KAPPA",582,91.429,98.915,0.824,0.211,NA
"Amyelois.transitella_PA2_RUN3_MARS","PA2","RUN3","MARS","TSS",535,94.286,90.564,0.848,0.237,NA
"Amyelois.transitella_PA2_RUN3_MARS","PA2","RUN3","MARS","AUCroc",539,94.286,90.781,0.96,0.728,NA
"Amyelois.transitella_PA2_RUN3_MARS","PA2","RUN3","MARS","KAPPA",817,77.143,94.685,0.459,0.242,NA
"Amyelois.transitella_PA2_RUN3_MAXNET","PA2","RUN3","MAXNET","TSS",309,88.571,90.456,0.79,0.462,NA
"Amyelois.transitella_PA2_RUN3_MAXNET","PA2","RUN3","MAXNET","AUCroc",313.5,88.571,90.564,0.951,0.8,NA
"Amyelois.transitella_PA2_RUN3_MAXNET","PA2","RUN3","MAXNET","KAPPA",709,37.143,99.783,0.509,0.085,NA
"Amyelois.transitella_PA2_RUN3_RF","PA2","RUN3","RF","TSS",370,100,100,1,0.173,NA
"Amyelois.transitella_PA2_RUN3_RF","PA2","RUN3","RF","AUCroc",366,100,100,1,0.692,NA
"Amyelois.transitella_PA2_RUN3_RF","PA2","RUN3","RF","KAPPA",370,100,100,1,0.194,NA
"Amyelois.transitella_PA2_RUN3_SRE","PA2","RUN3","SRE","TSS",505,77.143,87.202,0.643,0.269,NA
"Amyelois.transitella_PA2_RUN3_SRE","PA2","RUN3","SRE","AUCroc",500,77.143,87.202,0.822,0.635,NA
"Amyelois.transitella_PA2_RUN3_SRE","PA2","RUN3","SRE","KAPPA",505,77.143,87.202,0.256,0.189,NA
"Amyelois.transitella_PA2_RUN3_XGBOOST","PA2","RUN3","XGBOOST","TSS",357,100,82.972,0.829,0.231,NA
"Amyelois.transitella_PA2_RUN3_XGBOOST","PA2","RUN3","XGBOOST","AUCroc",366.5,88.571,92.191,0.97,0.66,NA
"Amyelois.transitella_PA2_RUN3_XGBOOST","PA2","RUN3","XGBOOST","KAPPA",792,60,98.807,0.613,0.242,NA
"Amyelois.transitella_PA2_RUN4_CTA","PA2","RUN4","CTA","TSS",438,100,19.286,0.193,-0.061,NA
"Amyelois.transitella_PA2_RUN4_CTA","PA2","RUN4","CTA","AUCroc",433.5,100,19.286,0.596,0.47,NA
"Amyelois.transitella_PA2_RUN4_CTA","PA2","RUN4","CTA","KAPPA",438,100,19.286,0.087,-0.002,NA
"Amyelois.transitella_PA2_RUN4_ANN","PA2","RUN4","ANN","TSS",489.5,80,47.143,0.271,-0.312,NA
"Amyelois.transitella_PA2_RUN4_ANN","PA2","RUN4","ANN","AUCroc",490.5,80,47.143,0.644,0.389,NA
"Amyelois.transitella_PA2_RUN4_ANN","PA2","RUN4","ANN","KAPPA",489.5,80,47.143,0.158,-0.012,NA
"Amyelois.transitella_PA2_RUN4_FDA","PA2","RUN4","FDA","TSS",432,71.429,81.429,0.557,0.248,NA
"Amyelois.transitella_PA2_RUN4_FDA","PA2","RUN4","FDA","AUCroc",422.5,82.857,73.571,0.832,0.73,NA
"Amyelois.transitella_PA2_RUN4_FDA","PA2","RUN4","FDA","KAPPA",432,71.429,81.429,0.471,0.068,NA
"Amyelois.transitella_PA2_RUN4_GAM","PA2","RUN4","GAM","TSS",788,100,87.143,0.871,0.304,NA
"Amyelois.transitella_PA2_RUN4_GAM","PA2","RUN4","GAM","AUCroc",822,97.143,88.571,0.946,0.643,NA
"Amyelois.transitella_PA2_RUN4_GAM","PA2","RUN4","GAM","KAPPA",788,100,87.143,0.731,0.179,NA
"Amyelois.transitella_PA2_RUN4_GBM","PA2","RUN4","GBM","TSS",616,100,90.714,0.907,0.238,NA
"Amyelois.transitella_PA2_RUN4_GBM","PA2","RUN4","GBM","AUCroc",669,94.286,94.286,0.981,0.614,NA
"Amyelois.transitella_PA2_RUN4_GBM","PA2","RUN4","GBM","KAPPA",671,91.429,94.286,0.832,0.068,NA
"Amyelois.transitella_PA2_RUN4_MARS","PA2","RUN4","MARS","TSS",714,97.143,62.857,0.6,0.326,NA
"Amyelois.transitella_PA2_RUN4_MARS","PA2","RUN4","MARS","AUCroc",842.5,82.857,70.714,0.871,0.74,NA
"Amyelois.transitella_PA2_RUN4_MARS","PA2","RUN4","MARS","KAPPA",958,60,92.857,0.552,-0.004,NA
"Amyelois.transitella_PA2_RUN4_MAXNET","PA2","RUN4","MAXNET","TSS",343,91.429,65.714,0.571,0.218,NA
"Amyelois.transitella_PA2_RUN4_MAXNET","PA2","RUN4","MAXNET","AUCroc",347.5,91.429,66.429,0.854,0.596,NA
"Amyelois.transitella_PA2_RUN4_MAXNET","PA2","RUN4","MAXNET","KAPPA",595,48.571,96.429,0.523,0.152,NA
"Amyelois.transitella_PA2_RUN4_RF","PA2","RUN4","RF","TSS",365,100,99.286,0.993,0.202,NA
"Amyelois.transitella_PA2_RUN4_RF","PA2","RUN4","RF","AUCroc",363,100,99.286,0.999,0.467,NA
"Amyelois.transitella_PA2_RUN4_RF","PA2","RUN4","RF","KAPPA",365,100,99.286,0.982,0.038,NA
"Amyelois.transitella_PA2_RUN4_SRE","PA2","RUN4","SRE","TSS",505,74.286,70,0.443,0.331,NA
"Amyelois.transitella_PA2_RUN4_SRE","PA2","RUN4","SRE","AUCroc",500,74.286,70,0.721,0.666,NA
"Amyelois.transitella_PA2_RUN4_SRE","PA2","RUN4","SRE","KAPPA",505,74.286,70,0.327,0.439,NA
"Amyelois.transitella_PA2_RUN4_XGBOOST","PA2","RUN4","XGBOOST","TSS",742,100,71.429,0.714,0.472,NA
"Amyelois.transitella_PA2_RUN4_XGBOOST","PA2","RUN4","XGBOOST","AUCroc",857.5,91.429,78.571,0.901,0.762,NA
"Amyelois.transitella_PA2_RUN4_XGBOOST","PA2","RUN4","XGBOOST","KAPPA",954,0,100,0.569,0.374,NA
"Amyelois.transitella_PA3_RUN1_CTA","PA3","RUN1","CTA","TSS",399,97.143,76.78,0.739,0,NA
"Amyelois.transitella_PA3_RUN1_CTA","PA3","RUN1","CTA","AUCroc",397.5,97.143,76.78,0.872,0.5,NA
"Amyelois.transitella_PA3_RUN1_CTA","PA3","RUN1","CTA","KAPPA",399,97.143,76.78,0.181,0,NA
"Amyelois.transitella_PA3_RUN1_ANN","PA3","RUN1","ANN","TSS",429.5,94.286,88.029,0.823,0,NA
"Amyelois.transitella_PA3_RUN1_ANN","PA3","RUN1","ANN","AUCroc",429,94.286,88.029,0.934,0.406,NA
"Amyelois.transitella_PA3_RUN1_ANN","PA3","RUN1","ANN","KAPPA",824.5,68.571,94.118,0.384,-0.21,NA
"Amyelois.transitella_PA3_RUN1_FDA","PA3","RUN1","FDA","TSS",520,74.286,95.356,0.696,0.363,NA
"Amyelois.transitella_PA3_RUN1_FDA","PA3","RUN1","FDA","AUCroc",302,88.571,80.805,0.933,0.57,NA
"Amyelois.transitella_PA3_RUN1_FDA","PA3","RUN1","FDA","KAPPA",627,62.857,96.801,0.496,0.298,NA
"Amyelois.transitella_PA3_RUN1_GAM","PA3","RUN1","GAM","TSS",550.5,100,94.324,0.943,0.113,NA
"Amyelois.transitella_PA3_RUN1_GAM","PA3","RUN1","GAM","AUCroc",692,97.143,95.975,0.98,0.651,NA
"Amyelois.transitella_PA3_RUN1_GAM","PA3","RUN1","GAM","KAPPA",737,94.286,96.285,0.617,0.161,NA
"Amyelois.transitella_PA3_RUN1_GBM","PA3","RUN1","GBM","TSS",489.5,100,97.833,0.978,0.524,NA
"Amyelois.transitella_PA3_RUN1_GBM","PA3","RUN1","GBM","AUCroc",489,100,97.833,0.993,0.71,NA
"Amyelois.transitella_PA3_RUN1_GBM","PA3","RUN1","GBM","KAPPA",669.5,85.714,98.762,0.77,0.517,NA
"Amyelois.transitella_PA3_RUN1_MARS","PA3","RUN1","MARS","TSS",353,97.143,87.1,0.842,0.054,NA
"Amyelois.transitella_PA3_RUN1_MARS","PA3","RUN1","MARS","AUCroc",497.5,91.429,90.299,0.965,0.688,NA
"Amyelois.transitella_PA3_RUN1_MARS","PA3","RUN1","MARS","KAPPA",878,68.571,97.007,0.526,0.348,NA
"Amyelois.transitella_PA3_RUN1_MAXNET","PA3","RUN1","MAXNET","TSS",373,82.857,93.498,0.792,0.097,NA
"Amyelois.transitella_PA3_RUN1_MAXNET","PA3","RUN1","MAXNET","AUCroc",371.5,85.714,93.498,0.952,0.605,NA
"Amyelois.transitella_PA3_RUN1_MAXNET","PA3","RUN1","MAXNET","KAPPA",604,51.429,98.349,0.505,0.176,NA
"Amyelois.transitella_PA3_RUN1_RF","PA3","RUN1","RF","TSS",383,100,99.897,0.999,0.288,NA
"Amyelois.transitella_PA3_RUN1_RF","PA3","RUN1","RF","AUCroc",384,100,99.897,1,0.656,NA
"Amyelois.transitella_PA3_RUN1_RF","PA3","RUN1","RF","KAPPA",383,100,99.897,0.985,0.311,NA
"Amyelois.transitella_PA3_RUN1_SRE","PA3","RUN1","SRE","TSS",505,74.286,86.275,0.606,0.538,NA
"Amyelois.transitella_PA3_RUN1_SRE","PA3","RUN1","SRE","AUCroc",500,74.286,86.275,0.803,0.769,NA
"Amyelois.transitella_PA3_RUN1_SRE","PA3","RUN1","SRE","KAPPA",505,74.286,86.275,0.224,0.538,NA
"Amyelois.transitella_PA3_RUN1_XGBOOST","PA3","RUN1","XGBOOST","TSS",584,100,90.299,0.903,0.46,NA
"Amyelois.transitella_PA3_RUN1_XGBOOST","PA3","RUN1","XGBOOST","AUCroc",583,100,90.299,0.974,0.655,NA
"Amyelois.transitella_PA3_RUN1_XGBOOST","PA3","RUN1","XGBOOST","KAPPA",832,68.571,97.214,0.539,0.399,NA
"Amyelois.transitella_PA3_RUN2_CTA","PA3","RUN2","CTA","TSS",601.5,88.889,91.864,0.808,-0.044,NA
"Amyelois.transitella_PA3_RUN2_CTA","PA3","RUN2","CTA","AUCroc",599.5,88.889,91.864,0.922,0.478,NA
"Amyelois.transitella_PA3_RUN2_CTA","PA3","RUN2","CTA","KAPPA",601.5,88.889,91.864,0.403,-0.027,NA
"Amyelois.transitella_PA3_RUN2_ANN","PA3","RUN2","ANN","TSS",422.5,97.222,88.774,0.86,-0.022,NA
"Amyelois.transitella_PA3_RUN2_ANN","PA3","RUN2","ANN","AUCroc",768.5,91.667,93.821,0.945,0.492,NA
"Amyelois.transitella_PA3_RUN2_ANN","PA3","RUN2","ANN","KAPPA",768.5,91.667,93.821,0.485,-0.013,NA
"Amyelois.transitella_PA3_RUN2_FDA","PA3","RUN2","FDA","TSS",287,91.667,80.639,0.72,0.185,NA
"Amyelois.transitella_PA3_RUN2_FDA","PA3","RUN2","FDA","AUCroc",315.5,86.111,85.891,0.932,0.632,NA
"Amyelois.transitella_PA3_RUN2_FDA","PA3","RUN2","FDA","KAPPA",776,55.556,97.837,0.5,0.29,NA
"Amyelois.transitella_PA3_RUN2_GAM","PA3","RUN2","GAM","TSS",788,97.222,98.249,0.982,-0.05,NA
"Amyelois.transitella_PA3_RUN2_GAM","PA3","RUN2","GAM","AUCroc",786.5,100,98.249,0.993,0.522,NA
"Amyelois.transitella_PA3_RUN2_GAM","PA3","RUN2","GAM","KAPPA",869,88.889,98.867,0.802,-0.014,NA
"Amyelois.transitella_PA3_RUN2_GBM","PA3","RUN2","GBM","TSS",508,100,98.043,0.98,0.245,NA
"Amyelois.transitella_PA3_RUN2_GBM","PA3","RUN2","GBM","AUCroc",508,100,98.043,0.996,0.749,NA
"Amyelois.transitella_PA3_RUN2_GBM","PA3","RUN2","GBM","KAPPA",609,88.889,99.176,0.836,0.324,NA
"Amyelois.transitella_PA3_RUN2_MARS","PA3","RUN2","MARS","TSS",232,100,83.316,0.833,0.013,NA
"Amyelois.transitella_PA3_RUN2_MARS","PA3","RUN2","MARS","AUCroc",530,91.667,91.143,0.968,0.683,NA
"Amyelois.transitella_PA3_RUN2_MARS","PA3","RUN2","MARS","KAPPA",897,66.667,97.528,0.553,0.286,NA
"Amyelois.transitella_PA3_RUN2_MAXNET","PA3","RUN2","MAXNET","TSS",311,88.889,90.834,0.797,0.116,NA
"Amyelois.transitella_PA3_RUN2_MAXNET","PA3","RUN2","MAXNET","AUCroc",317.5,88.889,91.143,0.955,0.705,NA
"Amyelois.transitella_PA3_RUN2_MAXNET","PA3","RUN2","MAXNET","KAPPA",643,55.556,98.867,0.583,0.336,NA
"Amyelois.transitella_PA3_RUN2_RF","PA3","RUN2","RF","TSS",348,100,99.897,0.999,0.044,NA
"Amyelois.transitella_PA3_RUN2_RF","PA3","RUN2","RF","AUCroc",347,100,99.897,1,0.589,NA
"Amyelois.transitella_PA3_RUN2_RF","PA3","RUN2","RF","KAPPA",348,100,99.897,0.986,0.051,NA
"Amyelois.transitella_PA3_RUN2_SRE","PA3","RUN2","SRE","TSS",505,80.556,88.98,0.695,0.179,NA
"Amyelois.transitella_PA3_RUN2_SRE","PA3","RUN2","SRE","AUCroc",500,80.556,88.98,0.848,0.589,NA
"Amyelois.transitella_PA3_RUN2_SRE","PA3","RUN2","SRE","KAPPA",505,80.556,88.98,0.297,0.169,NA
"Amyelois.transitella_PA3_RUN2_XGBOOST","PA3","RUN2","XGBOOST","TSS",446,100,89.392,0.894,0.219,NA
"Amyelois.transitella_PA3_RUN2_XGBOOST","PA3","RUN2","XGBOOST","AUCroc",538,94.444,94.336,0.982,0.654,NA
"Amyelois.transitella_PA3_RUN2_XGBOOST","PA3","RUN2","XGBOOST","KAPPA",745,83.333,97.425,0.644,0.215,NA
"Amyelois.transitella_PA3_RUN3_CTA","PA3","RUN3","CTA","TSS",340,100,93.483,0.935,0.172,NA
"Amyelois.transitella_PA3_RUN3_CTA","PA3","RUN3","CTA","AUCroc",720.5,97.143,94.551,0.982,0.61,NA
"Amyelois.transitella_PA3_RUN3_CTA","PA3","RUN3","CTA","KAPPA",875,85.714,96.795,0.614,0.171,NA
"Amyelois.transitella_PA3_RUN3_ANN","PA3","RUN3","ANN","TSS",855,94.286,93.91,0.882,-0.021,NA
"Amyelois.transitella_PA3_RUN3_ANN","PA3","RUN3","ANN","AUCroc",854.5,94.286,93.91,0.949,0.571,NA
"Amyelois.transitella_PA3_RUN3_ANN","PA3","RUN3","ANN","KAPPA",855,94.286,93.91,0.502,-0.012,NA
"Amyelois.transitella_PA3_RUN3_FDA","PA3","RUN3","FDA","TSS",349,85.714,85.363,0.707,0.203,NA
"Amyelois.transitella_PA3_RUN3_FDA","PA3","RUN3","FDA","AUCroc",352.5,85.714,86.325,0.92,0.671,NA
"Amyelois.transitella_PA3_RUN3_FDA","PA3","RUN3","FDA","KAPPA",569,57.143,97.436,0.486,0.041,NA
"Amyelois.transitella_PA3_RUN3_GAM","PA3","RUN3","GAM","TSS",662,100,96.902,0.969,0.062,NA
"Amyelois.transitella_PA3_RUN3_GAM","PA3","RUN3","GAM","AUCroc",661,100,96.902,0.988,0.54,NA
"Amyelois.transitella_PA3_RUN3_GAM","PA3","RUN3","GAM","KAPPA",793,97.143,97.436,0.719,0.073,NA
"Amyelois.transitella_PA3_RUN3_GBM","PA3","RUN3","GBM","TSS",514.5,100,98.291,0.983,0.396,NA
"Amyelois.transitella_PA3_RUN3_GBM","PA3","RUN3","GBM","AUCroc",512.5,100,98.291,0.997,0.707,NA
"Amyelois.transitella_PA3_RUN3_GBM","PA3","RUN3","GBM","KAPPA",592,85.714,99.359,0.839,0.303,NA
"Amyelois.transitella_PA3_RUN3_MARS","PA3","RUN3","MARS","TSS",251,100,82.799,0.828,0.344,NA
"Amyelois.transitella_PA3_RUN3_MARS","PA3","RUN3","MARS","AUCroc",606,88.571,93.162,0.964,0.734,NA
"Amyelois.transitella_PA3_RUN3_MARS","PA3","RUN3","MARS","KAPPA",782,82.857,95.833,0.541,0.204,NA
"Amyelois.transitella_PA3_RUN3_MAXNET","PA3","RUN3","MAXNET","TSS",219,94.286,83.974,0.78,0.172,NA
"Amyelois.transitella_PA3_RUN3_MAXNET","PA3","RUN3","MAXNET","AUCroc",223.5,94.286,84.295,0.953,0.81,NA
"Amyelois.transitella_PA3_RUN3_MAXNET","PA3","RUN3","MAXNET","KAPPA",598,60,98.291,0.567,0.186,NA
"Amyelois.transitella_PA3_RUN3_RF","PA3","RUN3","RF","TSS",329,100,100,1,0.245,NA
"Amyelois.transitella_PA3_RUN3_RF","PA3","RUN3","RF","AUCroc",326,100,100,1,0.731,NA
"Amyelois.transitella_PA3_RUN3_RF","PA3","RUN3","RF","KAPPA",329,100,100,1,0.216,NA
"Amyelois.transitella_PA3_RUN3_SRE","PA3","RUN3","SRE","TSS",505,77.143,87.607,0.647,0.172,NA
"Amyelois.transitella_PA3_RUN3_SRE","PA3","RUN3","SRE","AUCroc",500,77.143,87.607,0.824,0.586,NA
"Amyelois.transitella_PA3_RUN3_SRE","PA3","RUN3","SRE","KAPPA",505,77.143,87.607,0.261,0.114,NA
"Amyelois.transitella_PA3_RUN3_XGBOOST","PA3","RUN3","XGBOOST","TSS",492,94.286,92.415,0.867,0.094,NA
"Amyelois.transitella_PA3_RUN3_XGBOOST","PA3","RUN3","XGBOOST","AUCroc",493,94.286,92.415,0.977,0.664,NA
"Amyelois.transitella_PA3_RUN3_XGBOOST","PA3","RUN3","XGBOOST","KAPPA",808,68.571,98.184,0.617,0.064,NA
"Amyelois.transitella_PA3_RUN4_CTA","PA3","RUN4","CTA","TSS",442,100,16.129,0.161,-0.067,NA
"Amyelois.transitella_PA3_RUN4_CTA","PA3","RUN4","CTA","AUCroc",438,100,16.129,0.581,0.466,NA
"Amyelois.transitella_PA3_RUN4_CTA","PA3","RUN4","CTA","KAPPA",442,100,16.129,0.078,-0.002,NA
"Amyelois.transitella_PA3_RUN4_ANN","PA3","RUN4","ANN","TSS",507,88.571,61.29,0.499,-0.312,NA
"Amyelois.transitella_PA3_RUN4_ANN","PA3","RUN4","ANN","AUCroc",507.5,88.571,61.29,0.723,0.351,NA
"Amyelois.transitella_PA3_RUN4_ANN","PA3","RUN4","ANN","KAPPA",507,88.571,61.29,0.344,-0.012,NA
"Amyelois.transitella_PA3_RUN4_FDA","PA3","RUN4","FDA","TSS",362,82.857,70.161,0.551,0.253,NA
"Amyelois.transitella_PA3_RUN4_FDA","PA3","RUN4","FDA","AUCroc",372.5,80,77.419,0.865,0.693,NA
"Amyelois.transitella_PA3_RUN4_FDA","PA3","RUN4","FDA","KAPPA",510,60,90.323,0.514,0.119,NA
"Amyelois.transitella_PA3_RUN4_GAM","PA3","RUN4","GAM","TSS",803,100,87.903,0.879,0.168,NA
"Amyelois.transitella_PA3_RUN4_GAM","PA3","RUN4","GAM","AUCroc",886.5,94.286,90.323,0.943,0.605,NA
"Amyelois.transitella_PA3_RUN4_GAM","PA3","RUN4","GAM","KAPPA",803,100,87.903,0.762,0.025,NA
"Amyelois.transitella_PA3_RUN4_GBM","PA3","RUN4","GBM","TSS",619,100,88.71,0.887,0.316,NA
"Amyelois.transitella_PA3_RUN4_GBM","PA3","RUN4","GBM","AUCroc",664.5,94.286,90.323,0.977,0.664,NA
"Amyelois.transitella_PA3_RUN4_GBM","PA3","RUN4","GBM","KAPPA",750,88.571,93.548,0.789,0.466,NA
"Amyelois.transitella_PA3_RUN4_MARS","PA3","RUN4","MARS","TSS",895,85.714,80.645,0.664,0.3,NA
"Amyelois.transitella_PA3_RUN4_MARS","PA3","RUN4","MARS","AUCroc",895,85.714,80.645,0.889,0.702,NA
"Amyelois.transitella_PA3_RUN4_MARS","PA3","RUN4","MARS","KAPPA",895,85.714,80.645,0.555,0.161,NA
"Amyelois.transitella_PA3_RUN4_MAXNET","PA3","RUN4","MAXNET","TSS",466,74.286,86.29,0.606,0.313,NA
"Amyelois.transitella_PA3_RUN4_MAXNET","PA3","RUN4","MAXNET","AUCroc",444,77.143,82.258,0.867,0.643,NA
"Amyelois.transitella_PA3_RUN4_MAXNET","PA3","RUN4","MAXNET","KAPPA",517,68.571,90.323,0.569,0.374,NA
"Amyelois.transitella_PA3_RUN4_RF","PA3","RUN4","RF","TSS",329,100,99.194,0.992,0.384,NA
"Amyelois.transitella_PA3_RUN4_RF","PA3","RUN4","RF","AUCroc",330,100,99.194,0.999,0.657,NA
"Amyelois.transitella_PA3_RUN4_RF","PA3","RUN4","RF","KAPPA",329,100,99.194,0.982,0.201,NA
"Amyelois.transitella_PA3_RUN4_SRE","PA3","RUN4","SRE","TSS",505,74.286,73.387,0.477,0.332,NA
"Amyelois.transitella_PA3_RUN4_SRE","PA3","RUN4","SRE","AUCroc",500,74.286,73.387,0.738,0.666,NA
"Amyelois.transitella_PA3_RUN4_SRE","PA3","RUN4","SRE","KAPPA",505,74.286,73.387,0.383,0.466,NA
"Amyelois.transitella_PA3_RUN4_XGBOOST","PA3","RUN4","XGBOOST","TSS",691,100,67.742,0.677,0.271,NA
"Amyelois.transitella_PA3_RUN4_XGBOOST","PA3","RUN4","XGBOOST","AUCroc",815.5,85.714,79.839,0.929,0.586,NA
"Amyelois.transitella_PA3_RUN4_XGBOOST","PA3","RUN4","XGBOOST","KAPPA",902,68.571,94.355,0.656,0.11,NA
"Amyelois.transitella_PA4_RUN1_CTA","PA4","RUN1","CTA","TSS",402.5,97.143,88.854,0.86,0.032,NA
"Amyelois.transitella_PA4_RUN1_CTA","PA4","RUN1","CTA","AUCroc",404,97.143,88.854,0.95,0.516,NA
"Amyelois.transitella_PA4_RUN1_CTA","PA4","RUN1","CTA","KAPPA",846.5,68.571,95.253,0.431,0.018,NA
"Amyelois.transitella_PA4_RUN1_ANN","PA4","RUN1","ANN","TSS",441,97.143,85.139,0.823,0.065,NA
"Amyelois.transitella_PA4_RUN1_ANN","PA4","RUN1","ANN","AUCroc",582,91.429,89.783,0.933,0.364,NA
"Amyelois.transitella_PA4_RUN1_ANN","PA4","RUN1","ANN","KAPPA",774,60,96.904,0.466,-0.007,NA
"Amyelois.transitella_PA4_RUN1_FDA","PA4","RUN1","FDA","TSS",365,94.286,76.264,0.698,0,NA
"Amyelois.transitella_PA4_RUN1_FDA","PA4","RUN1","FDA","AUCroc",369.5,94.286,78.225,0.932,0.328,NA
"Amyelois.transitella_PA4_RUN1_FDA","PA4","RUN1","FDA","KAPPA",524,57.143,96.801,0.46,-0.128,NA
"Amyelois.transitella_PA4_RUN1_GAM","PA4","RUN1","GAM","TSS",520,100,93.189,0.932,-0.126,NA
"Amyelois.transitella_PA4_RUN1_GAM","PA4","RUN1","GAM","AUCroc",705,97.143,95.562,0.974,0.579,NA
"Amyelois.transitella_PA4_RUN1_GAM","PA4","RUN1","GAM","KAPPA",778,91.429,96.078,0.59,0.136,NA
"Amyelois.transitella_PA4_RUN1_GBM","PA4","RUN1","GBM","TSS",513,100,97.007,0.97,0.46,NA
"Amyelois.transitella_PA4_RUN1_GBM","PA4","RUN1","GBM","AUCroc",511.5,100,97.007,0.991,0.731,NA
"Amyelois.transitella_PA4_RUN1_GBM","PA4","RUN1","GBM","KAPPA",761.5,68.571,99.381,0.73,0.485,NA
"Amyelois.transitella_PA4_RUN1_MARS","PA4","RUN1","MARS","TSS",302,100,83.591,0.836,0.202,NA
"Amyelois.transitella_PA4_RUN1_MARS","PA4","RUN1","MARS","AUCroc",343,97.143,84.933,0.959,0.601,NA
"Amyelois.transitella_PA4_RUN1_MARS","PA4","RUN1","MARS","KAPPA",895,60,97.42,0.499,0.143,NA
"Amyelois.transitella_PA4_RUN1_MAXNET","PA4","RUN1","MAXNET","TSS",359,88.571,89.474,0.78,0.129,NA
"Amyelois.transitella_PA4_RUN1_MAXNET","PA4","RUN1","MAXNET","AUCroc",365.5,88.571,90.093,0.945,0.476,NA
"Amyelois.transitella_PA4_RUN1_MAXNET","PA4","RUN1","MAXNET","KAPPA",560,60,96.491,0.46,-0.016,NA
"Amyelois.transitella_PA4_RUN1_RF","PA4","RUN1","RF","TSS",345,100,99.897,0.999,0.274,NA
"Amyelois.transitella_PA4_RUN1_RF","PA4","RUN1","RF","AUCroc",347,100,99.897,1,0.621,NA
"Amyelois.transitella_PA4_RUN1_RF","PA4","RUN1","RF","KAPPA",345,100,99.897,0.985,0.267,NA
"Amyelois.transitella_PA4_RUN1_SRE","PA4","RUN1","SRE","TSS",505,74.286,85.965,0.603,0.505,NA
"Amyelois.transitella_PA4_RUN1_SRE","PA4","RUN1","SRE","AUCroc",500,74.286,85.965,0.801,0.753,NA
"Amyelois.transitella_PA4_RUN1_SRE","PA4","RUN1","SRE","KAPPA",505,74.286,85.965,0.219,0.493,NA
"Amyelois.transitella_PA4_RUN1_XGBOOST","PA4","RUN1","XGBOOST","TSS",576,97.143,94.324,0.915,0.215,NA
"Amyelois.transitella_PA4_RUN1_XGBOOST","PA4","RUN1","XGBOOST","AUCroc",574.5,97.143,94.324,0.976,0.567,NA
"Amyelois.transitella_PA4_RUN1_XGBOOST","PA4","RUN1","XGBOOST","KAPPA",653,94.286,94.943,0.542,0.171,NA
"Amyelois.transitella_PA4_RUN2_CTA","PA4","RUN2","CTA","TSS",395,97.222,75,0.722,0.031,NA
"Amyelois.transitella_PA4_RUN2_CTA","PA4","RUN2","CTA","AUCroc",394,97.222,75,0.864,0.516,NA
"Amyelois.transitella_PA4_RUN2_CTA","PA4","RUN2","CTA","KAPPA",395,97.222,75,0.171,0.016,NA
"Amyelois.transitella_PA4_RUN2_ANN","PA4","RUN2","ANN","TSS",727,97.222,90.289,0.875,0.099,NA
"Amyelois.transitella_PA4_RUN2_ANN","PA4","RUN2","ANN","AUCroc",723,97.222,90.289,0.955,0.584,NA
"Amyelois.transitella_PA4_RUN2_ANN","PA4","RUN2","ANN","KAPPA",878,69.444,94.938,0.427,0.114,NA
"Amyelois.transitella_PA4_RUN2_FDA","PA4","RUN2","FDA","TSS",323,83.333,82.231,0.655,0.003,NA
"Amyelois.transitella_PA4_RUN2_FDA","PA4","RUN2","FDA","AUCroc",328,83.333,83.264,0.905,0.612,NA
"Amyelois.transitella_PA4_RUN2_FDA","PA4","RUN2","FDA","KAPPA",861,44.444,98.864,0.516,0.168,NA
"Amyelois.transitella_PA4_RUN2_GAM","PA4","RUN2","GAM","TSS",530,100,93.388,0.934,0.045,NA
"Amyelois.transitella_PA4_RUN2_GAM","PA4","RUN2","GAM","AUCroc",629,97.222,94.628,0.977,0.547,NA
"Amyelois.transitella_PA4_RUN2_GAM","PA4","RUN2","GAM","KAPPA",798,86.111,96.488,0.595,0.04,NA
"Amyelois.transitella_PA4_RUN2_GBM","PA4","RUN2","GBM","TSS",493.5,100,97.727,0.977,0.261,NA
"Amyelois.transitella_PA4_RUN2_GBM","PA4","RUN2","GBM","AUCroc",493,100,97.727,0.994,0.702,NA
"Amyelois.transitella_PA4_RUN2_GBM","PA4","RUN2","GBM","KAPPA",598,88.889,98.657,0.781,0.309,NA
