"full.name","PA","run","algo","metric.eval","cutoff","sensitivity","specificity","calibration","validation","evaluation"
"Amyelois.transitella_PA4_RUN2_MARS","PA4","RUN2","MARS","TSS",412,94.444,88.12,0.826,-0.111,NA
"Amyelois.transitella_PA4_RUN2_MARS","PA4","RUN2","MARS","AUCroc",412.5,94.444,88.12,0.959,0.47,NA
"Amyelois.transitella_PA4_RUN2_MARS","PA4","RUN2","MARS","KAPPA",863,66.667,97.314,0.539,-0.011,NA
"Amyelois.transitella_PA4_RUN2_MAXNET","PA4","RUN2","MAXNET","TSS",237,91.667,83.574,0.778,0.062,NA
"Amyelois.transitella_PA4_RUN2_MAXNET","PA4","RUN2","MAXNET","AUCroc",248.5,91.667,84.814,0.943,0.604,NA
"Amyelois.transitella_PA4_RUN2_MAXNET","PA4","RUN2","MAXNET","KAPPA",678,55.556,99.07,0.603,0.151,NA
"Amyelois.transitella_PA4_RUN2_RF","PA4","RUN2","RF","TSS",330,100,99.897,0.999,0.119,NA
"Amyelois.transitella_PA4_RUN2_RF","PA4","RUN2","RF","AUCroc",330,100,99.897,1,0.486,NA
"Amyelois.transitella_PA4_RUN2_RF","PA4","RUN2","RF","KAPPA",330,100,99.897,0.986,0.151,NA
"Amyelois.transitella_PA4_RUN2_SRE","PA4","RUN2","SRE","TSS",505,80.556,88.636,0.692,0.111,NA
"Amyelois.transitella_PA4_RUN2_SRE","PA4","RUN2","SRE","AUCroc",500,80.556,88.636,0.846,0.555,NA
"Amyelois.transitella_PA4_RUN2_SRE","PA4","RUN2","SRE","KAPPA",505,80.556,88.636,0.291,0.096,NA
"Amyelois.transitella_PA4_RUN2_XGBOOST","PA4","RUN2","XGBOOST","TSS",623,100,88.946,0.889,0.128,NA
"Amyelois.transitella_PA4_RUN2_XGBOOST","PA4","RUN2","XGBOOST","AUCroc",645,97.222,89.463,0.965,0.611,NA
"Amyelois.transitella_PA4_RUN2_XGBOOST","PA4","RUN2","XGBOOST","KAPPA",783,69.444,96.591,0.51,0.114,NA
"Amyelois.transitella_PA4_RUN3_CTA","PA4","RUN3","CTA","TSS",409,97.143,88.621,0.858,0.081,NA
"Amyelois.transitella_PA4_RUN3_CTA","PA4","RUN3","CTA","AUCroc",407,97.143,88.621,0.942,0.568,NA
"Amyelois.transitella_PA4_RUN3_CTA","PA4","RUN3","CTA","KAPPA",845,77.143,93.107,0.4,0.077,NA
"Amyelois.transitella_PA4_RUN3_ANN","PA4","RUN3","ANN","TSS",540,97.143,88.184,0.853,-0.221,NA
"Amyelois.transitella_PA4_RUN3_ANN","PA4","RUN3","ANN","AUCroc",588,97.143,88.293,0.954,0.531,NA
"Amyelois.transitella_PA4_RUN3_ANN","PA4","RUN3","ANN","KAPPA",811,88.571,93.545,0.468,0.039,NA
"Amyelois.transitella_PA4_RUN3_FDA","PA4","RUN3","FDA","TSS",396,80,92.888,0.726,0.194,NA
"Amyelois.transitella_PA4_RUN3_FDA","PA4","RUN3","FDA","AUCroc",364.5,91.429,83.26,0.935,0.573,NA
"Amyelois.transitella_PA4_RUN3_FDA","PA4","RUN3","FDA","KAPPA",445,74.286,95.952,0.507,0.021,NA
"Amyelois.transitella_PA4_RUN3_GAM","PA4","RUN3","GAM","TSS",611,100,95.952,0.96,0.047,NA
"Amyelois.transitella_PA4_RUN3_GAM","PA4","RUN3","GAM","AUCroc",621.5,100,96.061,0.985,0.533,NA
"Amyelois.transitella_PA4_RUN3_GAM","PA4","RUN3","GAM","KAPPA",783,97.143,97.155,0.702,-0.043,NA
"Amyelois.transitella_PA4_RUN3_GBM","PA4","RUN3","GBM","TSS",486.5,100,97.593,0.976,0.293,NA
"Amyelois.transitella_PA4_RUN3_GBM","PA4","RUN3","GBM","AUCroc",485.5,100,97.593,0.997,0.648,NA
"Amyelois.transitella_PA4_RUN3_GBM","PA4","RUN3","GBM","KAPPA",701,77.143,99.781,0.838,0.003,NA
"Amyelois.transitella_PA4_RUN3_MARS","PA4","RUN3","MARS","TSS",552,91.429,91.357,0.828,0.192,NA
"Amyelois.transitella_PA4_RUN3_MARS","PA4","RUN3","MARS","AUCroc",549.5,91.429,91.357,0.96,0.725,NA
"Amyelois.transitella_PA4_RUN3_MARS","PA4","RUN3","MARS","KAPPA",924,57.143,97.812,0.507,0.395,NA
"Amyelois.transitella_PA4_RUN3_MAXNET","PA4","RUN3","MAXNET","TSS",287,88.571,89.497,0.781,0.198,NA
"Amyelois.transitella_PA4_RUN3_MAXNET","PA4","RUN3","MAXNET","AUCroc",292.5,88.571,90.044,0.952,0.69,NA
"Amyelois.transitella_PA4_RUN3_MAXNET","PA4","RUN3","MAXNET","KAPPA",632,54.286,98.14,0.517,0.182,NA
"Amyelois.transitella_PA4_RUN3_RF","PA4","RUN3","RF","TSS",330,100,100,1,0.242,NA
"Amyelois.transitella_PA4_RUN3_RF","PA4","RUN3","RF","AUCroc",332,100,100,1,0.686,NA
"Amyelois.transitella_PA4_RUN3_RF","PA4","RUN3","RF","KAPPA",330,100,100,1,0.188,NA
"Amyelois.transitella_PA4_RUN3_SRE","PA4","RUN3","SRE","TSS",505,77.143,88.184,0.653,0.105,NA
"Amyelois.transitella_PA4_RUN3_SRE","PA4","RUN3","SRE","AUCroc",500,77.143,88.184,0.827,0.552,NA
"Amyelois.transitella_PA4_RUN3_SRE","PA4","RUN3","SRE","KAPPA",505,77.143,88.184,0.275,0.052,NA
"Amyelois.transitella_PA4_RUN3_XGBOOST","PA4","RUN3","XGBOOST","TSS",584.5,94.286,93.545,0.878,0.109,NA
"Amyelois.transitella_PA4_RUN3_XGBOOST","PA4","RUN3","XGBOOST","AUCroc",584.5,94.286,93.545,0.971,0.555,NA
"Amyelois.transitella_PA4_RUN3_XGBOOST","PA4","RUN3","XGBOOST","KAPPA",811,62.857,97.593,0.538,0.052,NA
"Amyelois.transitella_PA4_RUN4_CTA","PA4","RUN4","CTA","TSS",424,100,73.154,0.732,0.245,NA
"Amyelois.transitella_PA4_RUN4_CTA","PA4","RUN4","CTA","AUCroc",896,97.143,75.839,0.876,0.623,NA
"Amyelois.transitella_PA4_RUN4_CTA","PA4","RUN4","CTA","KAPPA",897,97.143,75.839,0.528,0.309,NA
"Amyelois.transitella_PA4_RUN4_ANN","PA4","RUN4","ANN","TSS",580,97.143,67.114,0.643,-0.285,NA
"Amyelois.transitella_PA4_RUN4_ANN","PA4","RUN4","ANN","AUCroc",625.5,74.286,86.577,0.891,0.385,NA
"Amyelois.transitella_PA4_RUN4_ANN","PA4","RUN4","ANN","KAPPA",628,74.286,86.577,0.543,0.058,NA
"Amyelois.transitella_PA4_RUN4_FDA","PA4","RUN4","FDA","TSS",585,62.857,86.577,0.494,0.316,NA
"Amyelois.transitella_PA4_RUN4_FDA","PA4","RUN4","FDA","AUCroc",411,77.143,71.812,0.804,0.848,NA
"Amyelois.transitella_PA4_RUN4_FDA","PA4","RUN4","FDA","KAPPA",960.5,45.714,96.644,0.5,0.397,NA
"Amyelois.transitella_PA4_RUN4_GAM","PA4","RUN4","GAM","TSS",813,100,93.96,0.94,0.099,NA
"Amyelois.transitella_PA4_RUN4_GAM","PA4","RUN4","GAM","AUCroc",813.5,100,93.96,0.969,0.624,NA
"Amyelois.transitella_PA4_RUN4_GAM","PA4","RUN4","GAM","KAPPA",813,100,93.96,0.855,0.033,NA
"Amyelois.transitella_PA4_RUN4_GBM","PA4","RUN4","GBM","TSS",588,100,86.577,0.866,0.332,NA
"Amyelois.transitella_PA4_RUN4_GBM","PA4","RUN4","GBM","AUCroc",610.5,97.143,87.248,0.973,0.631,NA
"Amyelois.transitella_PA4_RUN4_GBM","PA4","RUN4","GBM","KAPPA",790.5,77.143,95.973,0.748,0.152,NA
"Amyelois.transitella_PA4_RUN4_MARS","PA4","RUN4","MARS","TSS",706,100,69.799,0.698,0.309,NA
"Amyelois.transitella_PA4_RUN4_MARS","PA4","RUN4","MARS","AUCroc",887,88.571,79.866,0.879,0.721,NA
"Amyelois.transitella_PA4_RUN4_MARS","PA4","RUN4","MARS","KAPPA",887,88.571,79.866,0.533,0.151,NA
"Amyelois.transitella_PA4_RUN4_MAXNET","PA4","RUN4","MAXNET","TSS",431,77.143,79.195,0.592,0.223,NA
"Amyelois.transitella_PA4_RUN4_MAXNET","PA4","RUN4","MAXNET","AUCroc",429,80,79.195,0.843,0.542,NA
"Amyelois.transitella_PA4_RUN4_MAXNET","PA4","RUN4","MAXNET","KAPPA",564,51.429,92.617,0.496,0.152,NA
"Amyelois.transitella_PA4_RUN4_RF","PA4","RUN4","RF","TSS",321,100,100,1,0.138,NA
"Amyelois.transitella_PA4_RUN4_RF","PA4","RUN4","RF","AUCroc",321,100,100,1,0.57,NA
"Amyelois.transitella_PA4_RUN4_RF","PA4","RUN4","RF","KAPPA",321,100,100,1,0.088,NA
"Amyelois.transitella_PA4_RUN4_SRE","PA4","RUN4","SRE","TSS",505,74.286,69.799,0.441,0.332,NA
"Amyelois.transitella_PA4_RUN4_SRE","PA4","RUN4","SRE","AUCroc",500,74.286,69.799,0.72,0.666,NA
"Amyelois.transitella_PA4_RUN4_SRE","PA4","RUN4","SRE","KAPPA",505,74.286,69.799,0.316,0.466,NA
"Amyelois.transitella_PA4_RUN4_XGBOOST","PA4","RUN4","XGBOOST","TSS",741.5,97.143,77.181,0.743,0.244,NA
"Amyelois.transitella_PA4_RUN4_XGBOOST","PA4","RUN4","XGBOOST","AUCroc",922,91.429,80.537,0.886,0.583,NA
"Amyelois.transitella_PA4_RUN4_XGBOOST","PA4","RUN4","XGBOOST","KAPPA",923,91.429,80.537,0.56,0.292,NA
"Amyelois.transitella_PA5_RUN1_CTA","PA5","RUN1","CTA","TSS",479,91.429,88.992,0.804,0.214,NA
"Amyelois.transitella_PA5_RUN1_CTA","PA5","RUN1","CTA","AUCroc",475.5,91.429,88.992,0.911,0.607,NA
"Amyelois.transitella_PA5_RUN1_CTA","PA5","RUN1","CTA","KAPPA",479,91.429,88.992,0.331,0.141,NA
"Amyelois.transitella_PA5_RUN1_ANN","PA5","RUN1","ANN","TSS",849,88.571,93.519,0.821,-0.226,NA
"Amyelois.transitella_PA5_RUN1_ANN","PA5","RUN1","ANN","AUCroc",425.5,91.429,90.329,0.957,0.342,NA
"Amyelois.transitella_PA5_RUN1_ANN","PA5","RUN1","ANN","KAPPA",849,88.571,93.519,0.453,-0.151,NA
"Amyelois.transitella_PA5_RUN1_FDA","PA5","RUN1","FDA","TSS",480,88.571,86.42,0.723,0,NA
"Amyelois.transitella_PA5_RUN1_FDA","PA5","RUN1","FDA","AUCroc",480.5,88.571,86.42,0.922,0.1,NA
"Amyelois.transitella_PA5_RUN1_FDA","PA5","RUN1","FDA","KAPPA",502,20,99.897,0.317,-0.31,NA
"Amyelois.transitella_PA5_RUN1_GAM","PA5","RUN1","GAM","TSS",495,100,91.564,0.916,-0.131,NA
"Amyelois.transitella_PA5_RUN1_GAM","PA5","RUN1","GAM","AUCroc",640.5,97.143,93.107,0.973,0.576,NA
"Amyelois.transitella_PA5_RUN1_GAM","PA5","RUN1","GAM","KAPPA",909,62.857,97.634,0.532,0.133,NA
"Amyelois.transitella_PA5_RUN1_GBM","PA5","RUN1","GBM","TSS",512,100,97.222,0.972,0.5,NA
"Amyelois.transitella_PA5_RUN1_GBM","PA5","RUN1","GBM","AUCroc",511.5,100,97.222,0.993,0.783,NA
"Amyelois.transitella_PA5_RUN1_GBM","PA5","RUN1","GBM","KAPPA",594,88.571,98.457,0.756,0.545,NA
"Amyelois.transitella_PA5_RUN1_MARS","PA5","RUN1","MARS","TSS",394,94.286,86.831,0.811,0.036,NA
"Amyelois.transitella_PA5_RUN1_MARS","PA5","RUN1","MARS","AUCroc",485.5,91.429,89.198,0.96,0.56,NA
"Amyelois.transitella_PA5_RUN1_MARS","PA5","RUN1","MARS","KAPPA",928,51.429,98.457,0.505,0.069,NA
"Amyelois.transitella_PA5_RUN1_MAXNET","PA5","RUN1","MAXNET","TSS",345,88.571,90.021,0.785,0.036,NA
"Amyelois.transitella_PA5_RUN1_MAXNET","PA5","RUN1","MAXNET","AUCroc",350,88.571,90.329,0.95,0.347,NA
"Amyelois.transitella_PA5_RUN1_MAXNET","PA5","RUN1","MAXNET","KAPPA",610,51.429,98.148,0.489,0.032,NA
"Amyelois.transitella_PA5_RUN1_RF","PA5","RUN1","RF","TSS",361,100,99.897,0.999,0.083,NA
"Amyelois.transitella_PA5_RUN1_RF","PA5","RUN1","RF","AUCroc",362,100,99.897,1,0.56,NA
"Amyelois.transitella_PA5_RUN1_RF","PA5","RUN1","RF","KAPPA",361,100,99.897,0.985,0.069,NA
"Amyelois.transitella_PA5_RUN1_SRE","PA5","RUN1","SRE","TSS",505,74.286,84.568,0.589,0.488,NA
"Amyelois.transitella_PA5_RUN1_SRE","PA5","RUN1","SRE","AUCroc",500,74.286,84.568,0.794,0.744,NA
"Amyelois.transitella_PA5_RUN1_SRE","PA5","RUN1","SRE","KAPPA",505,74.286,84.568,0.2,0.477,NA
"Amyelois.transitella_PA5_RUN1_XGBOOST","PA5","RUN1","XGBOOST","TSS",376,100,86.008,0.86,0.071,NA
"Amyelois.transitella_PA5_RUN1_XGBOOST","PA5","RUN1","XGBOOST","AUCroc",428,94.286,91.049,0.974,0.485,NA
"Amyelois.transitella_PA5_RUN1_XGBOOST","PA5","RUN1","XGBOOST","KAPPA",829,68.571,97.942,0.592,0.306,NA
"Amyelois.transitella_PA5_RUN2_CTA","PA5","RUN2","CTA","TSS",468,91.667,86.612,0.783,0,NA
"Amyelois.transitella_PA5_RUN2_CTA","PA5","RUN2","CTA","AUCroc",465,91.667,86.612,0.899,0.5,NA
"Amyelois.transitella_PA5_RUN2_CTA","PA5","RUN2","CTA","KAPPA",468,91.667,86.612,0.29,0,NA
"Amyelois.transitella_PA5_RUN2_ANN","PA5","RUN2","ANN","TSS",736,94.444,92.07,0.865,0.085,NA
"Amyelois.transitella_PA5_RUN2_ANN","PA5","RUN2","ANN","AUCroc",735.5,94.444,92.07,0.967,0.466,NA
"Amyelois.transitella_PA5_RUN2_ANN","PA5","RUN2","ANN","KAPPA",879,63.889,97.425,0.521,0.017,NA
"Amyelois.transitella_PA5_RUN2_FDA","PA5","RUN2","FDA","TSS",319,86.111,82.904,0.69,0.013,NA
"Amyelois.transitella_PA5_RUN2_FDA","PA5","RUN2","FDA","AUCroc",319,86.111,82.904,0.909,0.538,NA
"Amyelois.transitella_PA5_RUN2_FDA","PA5","RUN2","FDA","KAPPA",875,47.222,99.176,0.534,0.07,NA
"Amyelois.transitella_PA5_RUN2_GAM","PA5","RUN2","GAM","TSS",525,100,94.13,0.941,-0.223,NA
"Amyelois.transitella_PA5_RUN2_GAM","PA5","RUN2","GAM","AUCroc",529.5,100,94.233,0.981,0.462,NA
"Amyelois.transitella_PA5_RUN2_GAM","PA5","RUN2","GAM","KAPPA",889,69.444,97.734,0.586,-0.099,NA
"Amyelois.transitella_PA5_RUN2_GBM","PA5","RUN2","GBM","TSS",527,100,98.352,0.984,0.292,NA
"Amyelois.transitella_PA5_RUN2_GBM","PA5","RUN2","GBM","AUCroc",523,100,98.352,0.996,0.658,NA
"Amyelois.transitella_PA5_RUN2_GBM","PA5","RUN2","GBM","KAPPA",527,100,98.352,0.81,0.249,NA
"Amyelois.transitella_PA5_RUN2_MARS","PA5","RUN2","MARS","TSS",364,97.222,90.01,0.872,-0.088,NA
"Amyelois.transitella_PA5_RUN2_MARS","PA5","RUN2","MARS","AUCroc",484,94.444,91.246,0.967,0.483,NA
"Amyelois.transitella_PA5_RUN2_MARS","PA5","RUN2","MARS","KAPPA",859,77.778,96.292,0.533,-0.076,NA
"Amyelois.transitella_PA5_RUN2_MAXNET","PA5","RUN2","MAXNET","TSS",271,91.667,87.745,0.793,-0.022,NA
"Amyelois.transitella_PA5_RUN2_MAXNET","PA5","RUN2","MAXNET","AUCroc",278.5,91.667,88.568,0.95,0.665,NA
"Amyelois.transitella_PA5_RUN2_MAXNET","PA5","RUN2","MAXNET","KAPPA",653,58.333,98.455,0.568,0.141,NA
"Amyelois.transitella_PA5_RUN2_RF","PA5","RUN2","RF","TSS",345,100,99.794,0.998,0.147,NA
"Amyelois.transitella_PA5_RUN2_RF","PA5","RUN2","RF","AUCroc",340,100,99.794,1,0.45,NA
"Amyelois.transitella_PA5_RUN2_RF","PA5","RUN2","RF","KAPPA",345,100,99.794,0.972,0.19,NA
"Amyelois.transitella_PA5_RUN2_SRE","PA5","RUN2","SRE","TSS",505,80.556,87.539,0.681,0.075,NA
"Amyelois.transitella_PA5_RUN2_SRE","PA5","RUN2","SRE","AUCroc",500,80.556,87.539,0.84,0.538,NA
"Amyelois.transitella_PA5_RUN2_SRE","PA5","RUN2","SRE","KAPPA",505,80.556,87.539,0.27,0.066,NA
"Amyelois.transitella_PA5_RUN2_XGBOOST","PA5","RUN2","XGBOOST","TSS",507,97.222,92.07,0.893,0.163,NA
"Amyelois.transitella_PA5_RUN2_XGBOOST","PA5","RUN2","XGBOOST","AUCroc",504.5,97.222,92.07,0.969,0.605,NA
"Amyelois.transitella_PA5_RUN2_XGBOOST","PA5","RUN2","XGBOOST","KAPPA",829,75,96.292,0.524,0.066,NA
"Amyelois.transitella_PA5_RUN3_CTA","PA5","RUN3","CTA","TSS",399.5,97.143,88.779,0.859,0.148,NA
"Amyelois.transitella_PA5_RUN3_CTA","PA5","RUN3","CTA","AUCroc",399.5,97.143,88.779,0.945,0.624,NA
"Amyelois.transitella_PA5_RUN3_CTA","PA5","RUN3","CTA","KAPPA",840.5,77.143,93.729,0.424,0.145,NA
"Amyelois.transitella_PA5_RUN3_ANN","PA5","RUN3","ANN","TSS",746,97.143,89.329,0.865,0.271,NA
"Amyelois.transitella_PA5_RUN3_ANN","PA5","RUN3","ANN","AUCroc",758.5,97.143,89.439,0.941,0.674,NA
"Amyelois.transitella_PA5_RUN3_ANN","PA5","RUN3","ANN","KAPPA",856,80,92.079,0.381,0.202,NA
"Amyelois.transitella_PA5_RUN3_FDA","PA5","RUN3","FDA","TSS",301,88.571,85.699,0.74,0.187,NA
"Amyelois.transitella_PA5_RUN3_FDA","PA5","RUN3","FDA","AUCroc",302.5,88.571,86.029,0.941,0.723,NA
"Amyelois.transitella_PA5_RUN3_FDA","PA5","RUN3","FDA","KAPPA",712,57.143,97.91,0.522,0.12,NA
"Amyelois.transitella_PA5_RUN3_GAM","PA5","RUN3","GAM","TSS",636,100,96.37,0.964,0.214,NA
"Amyelois.transitella_PA5_RUN3_GAM","PA5","RUN3","GAM","AUCroc",636,100,96.37,0.986,0.587,NA
"Amyelois.transitella_PA5_RUN3_GAM","PA5","RUN3","GAM","KAPPA",798,94.286,97.58,0.721,0.113,NA
"Amyelois.transitella_PA5_RUN3_GBM","PA5","RUN3","GBM","TSS",491,100,97.25,0.972,0.397,NA
"Amyelois.transitella_PA5_RUN3_GBM","PA5","RUN3","GBM","AUCroc",505,100,97.47,0.996,0.704,NA
"Amyelois.transitella_PA5_RUN3_GBM","PA5","RUN3","GBM","KAPPA",577.5,91.429,98.46,0.781,0.285,NA
"Amyelois.transitella_PA5_RUN3_MARS","PA5","RUN3","MARS","TSS",443,97.143,90.319,0.874,0.438,NA
"Amyelois.transitella_PA5_RUN3_MARS","PA5","RUN3","MARS","AUCroc",445.5,97.143,90.319,0.967,0.78,NA
"Amyelois.transitella_PA5_RUN3_MARS","PA5","RUN3","MARS","KAPPA",865,74.286,96.26,0.525,0.277,NA
"Amyelois.transitella_PA5_RUN3_MAXNET","PA5","RUN3","MAXNET","TSS",317,85.714,91.199,0.798,0.356,NA
"Amyelois.transitella_PA5_RUN3_MAXNET","PA5","RUN3","MAXNET","AUCroc",316,88.571,91.199,0.956,0.821,NA
"Amyelois.transitella_PA5_RUN3_MAXNET","PA5","RUN3","MAXNET","KAPPA",643,48.571,99.12,0.543,0.338,NA
"Amyelois.transitella_PA5_RUN3_RF","PA5","RUN3","RF","TSS",330,100,100,1,0.162,NA
"Amyelois.transitella_PA5_RUN3_RF","PA5","RUN3","RF","AUCroc",332,100,100,1,0.733,NA
"Amyelois.transitella_PA5_RUN3_RF","PA5","RUN3","RF","KAPPA",330,100,100,1,0.168,NA
"Amyelois.transitella_PA5_RUN3_SRE","PA5","RUN3","SRE","TSS",505,77.143,87.349,0.645,0.181,NA
"Amyelois.transitella_PA5_RUN3_SRE","PA5","RUN3","SRE","AUCroc",500,77.143,87.349,0.822,0.591,NA
"Amyelois.transitella_PA5_RUN3_SRE","PA5","RUN3","SRE","KAPPA",505,77.143,87.349,0.261,0.099,NA
"Amyelois.transitella_PA5_RUN3_XGBOOST","PA5","RUN3","XGBOOST","TSS",644,94.286,93.179,0.875,0.23,NA
"Amyelois.transitella_PA5_RUN3_XGBOOST","PA5","RUN3","XGBOOST","AUCroc",641.5,94.286,93.179,0.976,0.704,NA
"Amyelois.transitella_PA5_RUN3_XGBOOST","PA5","RUN3","XGBOOST","KAPPA",819,62.857,98.57,0.614,0.226,NA
"Amyelois.transitella_PA5_RUN4_CTA","PA5","RUN4","CTA","TSS",436,100,21.622,0.216,-0.079,NA
"Amyelois.transitella_PA5_RUN4_CTA","PA5","RUN4","CTA","AUCroc",432,100,21.622,0.608,0.461,NA
"Amyelois.transitella_PA5_RUN4_CTA","PA5","RUN4","CTA","KAPPA",436,100,21.622,0.095,-0.002,NA
"Amyelois.transitella_PA5_RUN4_ANN","PA5","RUN4","ANN","TSS",502,82.857,52.027,0.349,-0.42,NA
"Amyelois.transitella_PA5_RUN4_ANN","PA5","RUN4","ANN","AUCroc",513,74.286,56.081,0.697,0.32,NA
"Amyelois.transitella_PA5_RUN4_ANN","PA5","RUN4","ANN","KAPPA",502,82.857,52.027,0.204,-0.016,NA
"Amyelois.transitella_PA5_RUN4_FDA","PA5","RUN4","FDA","TSS",382,68.571,83.784,0.517,0.345,NA
"Amyelois.transitella_PA5_RUN4_FDA","PA5","RUN4","FDA","AUCroc",370,74.286,76.351,0.828,0.721,NA
"Amyelois.transitella_PA5_RUN4_FDA","PA5","RUN4","FDA","KAPPA",819,45.714,98.649,0.545,0.156,NA
"Amyelois.transitella_PA5_RUN4_GAM","PA5","RUN4","GAM","TSS",833,100,90.541,0.905,-0.009,NA
"Amyelois.transitella_PA5_RUN4_GAM","PA5","RUN4","GAM","AUCroc",856.5,97.143,91.892,0.952,0.648,NA
"Amyelois.transitella_PA5_RUN4_GAM","PA5","RUN4","GAM","KAPPA",833,100,90.541,0.785,-0.011,NA
"Amyelois.transitella_PA5_RUN4_GBM","PA5","RUN4","GBM","TSS",619.5,100,93.243,0.932,0.165,NA
"Amyelois.transitella_PA5_RUN4_GBM","PA5","RUN4","GBM","AUCroc",661,97.143,95.27,0.984,0.623,NA
"Amyelois.transitella_PA5_RUN4_GBM","PA5","RUN4","GBM","KAPPA",661,97.143,95.27,0.867,0.263,NA
"Amyelois.transitella_PA5_RUN4_MARS","PA5","RUN4","MARS","TSS",701,97.143,63.514,0.607,0.322,NA
"Amyelois.transitella_PA5_RUN4_MARS","PA5","RUN4","MARS","AUCroc",876,77.143,79.054,0.88,0.716,NA
"Amyelois.transitella_PA5_RUN4_MARS","PA5","RUN4","MARS","KAPPA",927,57.143,89.189,0.481,0,NA
"Amyelois.transitella_PA5_RUN4_MAXNET","PA5","RUN4","MAXNET","TSS",437,74.286,79.73,0.54,0.303,NA
"Amyelois.transitella_PA5_RUN4_MAXNET","PA5","RUN4","MAXNET","AUCroc",408,77.143,77.027,0.858,0.572,NA
"Amyelois.transitella_PA5_RUN4_MAXNET","PA5","RUN4","MAXNET","KAPPA",597,42.857,99.324,0.532,0.128,NA
"Amyelois.transitella_PA5_RUN4_RF","PA5","RUN4","RF","TSS",339,100,99.324,0.993,0.116,NA
"Amyelois.transitella_PA5_RUN4_RF","PA5","RUN4","RF","AUCroc",383,100,100,1,0.527,NA
"Amyelois.transitella_PA5_RUN4_RF","PA5","RUN4","RF","KAPPA",339,100,99.324,0.983,0.049,NA
"Amyelois.transitella_PA5_RUN4_SRE","PA5","RUN4","SRE","TSS",505,74.286,70.27,0.446,0.33,NA
"Amyelois.transitella_PA5_RUN4_SRE","PA5","RUN4","SRE","AUCroc",500,74.286,70.27,0.723,0.665,NA
"Amyelois.transitella_PA5_RUN4_SRE","PA5","RUN4","SRE","KAPPA",505,74.286,70.27,0.322,0.415,NA
"Amyelois.transitella_PA5_RUN4_XGBOOST","PA5","RUN4","XGBOOST","TSS",891,80,87.838,0.678,0.325,NA
"Amyelois.transitella_PA5_RUN4_XGBOOST","PA5","RUN4","XGBOOST","AUCroc",831.5,82.857,84.459,0.904,0.602,NA
"Amyelois.transitella_PA5_RUN4_XGBOOST","PA5","RUN4","XGBOOST","KAPPA",891,80,87.838,0.606,0.339,NA
